crop,state_name,season,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture
Coconut,Telangana ,Whole Year,14.18,24.19,36.68,31.16,97.2,5.88,206.37,36.37
Rice,Bihar,Winter,84.28,32.31,38.93,22.1,80.08,6.4,223.74,37.49
Lentil,Uttarakhand,Rabi,46.03,68.65,19.27,25.4,79.81,6.56,27.73,16.63
Coconut,Assam,Whole Year,54.69,31.22,44.07,26.88,96.95,6.05,204.81,28.4
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Rice,Telangana ,Kharif,61.62,58.19,44.51,24.42,85.57,6.98,300.0,38.76
Mango,Karnataka,Whole Year,29.43,25.94,26.7,23.48,53.12,8.48,124.03,20.36
Jute,Bihar,Kharif,42.85,51.12,55.26,26.51,87.24,5.32,160.47,41.24
Coconut,Andhra Pradesh,Whole Year,26.36,35.3,38.34,33.26,91.28,5.11,183.62,30.31
Blackgram,West Bengal,Kharif,12.09,63.06,34.29,27.73,60.02,7.86,82.44,12.52
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Orange,Madhya Pradesh,Whole Year,56.29,32.87,14.39,39.51,92.1,6.4,130.37,30.48
Rice,Madhya Pradesh,Kharif,103.77,48.9,50.68,26.56,85.44,7.4,300.0,39.67
Coconut,Karnataka,Whole Year,34.34,11.72,27.11,27.48,98.0,6.44,108.64,28.51
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Grapes,Karnataka,Whole Year,52.84,108.63,164.54,26.29,85.43,5.86,62.97,17.78
Banana,Kerala,Whole Year,111.17,79.47,36.93,27.4,78.63,5.51,116.43,21.06
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Jute,Assam,Kharif,68.94,20.13,41.61,25.53,75.42,7.62,202.7,29.58
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Banana,Manipur,Whole Year,77.43,85.41,41.4,27.66,74.46,6.71,111.91,24.15
Orange,Tamil Nadu,Whole Year,11.04,37.43,19.1,10.0,77.78,6.65,134.78,20.14
Banana,Tamil Nadu,Whole Year,97.92,88.12,50.53,26.94,83.2,5.83,101.56,33.5
Grapes,Andhra Pradesh,Kharif,10.0,121.93,165.26,10.0,85.72,5.76,118.84,23.34
Banana,Chhattisgarh,Whole Year,82.37,59.05,47.27,28.74,86.24,6.82,104.84,29.06
Rice,Andhra Pradesh,Rabi,90.01,50.55,52.2,20.81,77.26,7.81,182.99,24.97
Maize,Odisha,Summer,94.13,69.39,34.01,32.53,46.07,7.43,91.31,15.57
Banana,Assam,Whole Year,84.64,65.24,52.51,28.56,72.33,6.09,143.05,25.84
Coconut,Assam,Whole Year,10.0,42.16,39.53,25.39,89.13,5.96,187.43,39.1
Lentil,Nagaland,Rabi,57.19,52.64,36.42,22.64,56.33,5.05,61.32,23.14
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Mango,Andhra Pradesh,Whole Year,65.11,46.62,28.4,27.72,53.51,6.79,120.47,19.44
Coconut,Telangana ,Whole Year,19.06,22.63,28.25,23.33,86.24,6.04,156.06,30.88
Banana,Manipur,Whole Year,99.91,83.66,51.33,27.74,78.65,5.43,134.15,32.5
Banana,Assam,Whole Year,70.19,68.36,42.5,30.7,92.16,6.85,126.25,27.92
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Banana,Kerala,Whole Year,83.19,69.52,44.01,31.63,84.12,5.74,90.62,28.34
Blackgram,Uttar Pradesh,Kharif,29.9,85.92,25.62,39.28,73.96,7.15,143.83,26.46
Coconut,Assam,Whole Year,38.94,23.7,42.86,24.06,96.24,6.05,205.56,37.85
Rice,West Bengal,Summer,95.1,29.43,35.89,26.72,81.09,6.09,162.05,30.38
Banana,Karnataka,Whole Year,116.97,83.62,48.77,28.76,88.59,6.28,135.08,22.46
Mango,Tamil Nadu,Whole Year,10.0,11.98,41.98,36.6,60.87,6.66,92.83,21.66
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Coconut,Karnataka,Whole Year,47.91,40.61,23.54,26.24,96.01,5.63,161.9,32.17
Rice,Karnataka,Rabi,89.57,28.74,44.14,25.93,79.98,6.38,238.06,32.44
Maize,West Bengal,Summer,114.32,36.27,30.86,22.16,59.63,5.91,93.07,22.56
Blackgram,West Bengal,Rabi,42.52,56.53,34.71,28.56,68.1,5.8,31.27,23.45
Jute,Bihar,Kharif,48.09,52.22,38.92,27.23,94.61,6.74,184.48,31.61
Coconut,Tamil Nadu,Whole Year,22.38,5.0,38.7,31.02,87.08,6.5,193.5,29.92
Mango,Tamil Nadu,Whole Year,27.53,26.68,36.51,25.27,64.68,4.5,85.91,23.09
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Banana,Tamil Nadu,Whole Year,83.02,71.57,60.17,24.47,76.16,5.65,143.15,33.35
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Maize,Uttarakhand,Kharif,53.46,68.25,21.41,32.85,66.6,6.65,93.81,21.03
Blackgram,Madhya Pradesh,Kharif,12.05,58.91,26.55,31.66,78.59,7.4,133.6,22.39
Coconut,Kerala,Whole Year,10.0,18.51,42.85,24.16,91.96,5.98,170.89,31.73
Coconut,Kerala,Whole Year,24.62,11.51,35.94,30.77,84.33,6.39,248.62,39.28
Papaya,Meghalaya,Whole Year,69.55,48.39,52.98,38.63,87.75,7.06,20.0,20.38
Papaya,Madhya Pradesh,Whole Year,55.51,62.31,47.13,29.27,92.28,7.13,201.53,31.62
Rice,Bihar,Winter,77.78,54.18,45.43,24.16,83.2,5.84,138.69,26.7
Lentil,Nagaland,Rabi,57.19,52.64,36.42,22.64,56.33,5.05,61.32,23.14
Coconut,Kerala,Whole Year,37.25,34.62,44.22,32.99,79.86,6.29,134.91,27.86
Orange,Tamil Nadu,Whole Year,10.0,34.3,24.62,30.13,92.71,6.37,149.26,28.44
Papaya,Assam,Whole Year,49.39,62.73,49.68,25.3,83.91,6.68,73.04,20.59
Papaya,Kerala,Whole Year,35.16,53.67,55.8,25.31,96.71,6.86,132.86,30.41
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Maize,Karnataka,Summer,50.72,50.3,22.29,23.89,60.12,5.6,61.05,12.93
Rice,Jharkhand,Winter,66.38,31.73,53.09,19.53,87.66,7.03,300.0,40.55
Coconut,Karnataka,Whole Year,43.71,30.93,24.27,26.87,86.51,6.28,172.87,30.93
Blackgram,Uttar Pradesh,Kharif,57.76,63.06,38.22,25.03,67.04,7.36,96.3,27.02
Maize,Uttarakhand,Kharif,81.86,60.58,21.87,23.77,58.51,6.3,136.37,11.11
Lentil,Uttarakhand,Rabi,36.21,62.74,27.99,24.4,69.27,5.96,54.99,21.0
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Rice,Madhya Pradesh,Kharif,57.48,62.07,35.67,30.68,91.03,5.5,281.27,36.09
Maize,Odisha,Autumn,82.06,54.04,30.78,33.03,71.52,6.38,34.44,24.26
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Grapes,Maharashtra,Whole Year,10.0,100.95,168.29,25.67,88.47,5.84,88.98,30.15
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Grapes,Karnataka,Whole Year,56.48,122.59,170.06,30.0,77.86,5.99,77.29,21.29
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Lentil,Uttarakhand,Rabi,72.97,75.86,20.47,16.34,60.2,6.17,51.04,21.29
Blackgram,Maharashtra,Kharif,20.61,77.13,11.28,31.87,75.37,6.73,136.4,23.82
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Mango,Tamil Nadu,Whole Year,19.27,17.84,30.72,29.01,53.36,7.25,137.41,17.75
Maize,Madhya Pradesh,Kharif,60.8,47.11,25.45,21.55,77.49,5.95,161.64,33.18
Banana,Bihar,Whole Year,86.15,110.09,60.62,34.08,86.02,6.35,109.92,28.5
Grapes,Madhya Pradesh,Whole Year,33.71,123.42,168.84,18.66,87.99,6.13,93.64,21.59
Coconut,Puducherry,Whole Year,27.34,26.35,28.31,28.81,94.0,5.57,198.18,30.42
Blackgram,Madhya Pradesh,Kharif,67.66,83.43,22.21,29.08,82.74,7.04,126.09,25.68
Rice,Assam,Winter,67.32,56.31,51.68,15.29,76.75,6.85,170.69,29.72
Orange,Assam,Kharif,13.03,7.88,16.1,12.28,97.59,5.13,123.74,34.09
Banana,Assam,Whole Year,85.01,83.7,47.77,23.89,73.68,5.81,94.38,21.87
Grapes,Rajasthan,Whole Year,10.0,109.58,165.7,37.71,80.02,5.54,104.72,24.15
Maize,Odisha,Winter,70.33,38.34,33.0,26.34,82.54,5.73,44.98,23.86
Orange,Assam,Whole Year,56.92,43.74,13.63,19.02,90.98,5.71,114.99,30.49
Orange,Manipur,Whole Year,51.56,9.46,17.53,21.1,93.95,7.16,108.09,20.92
Mango,Andhra Pradesh,Kharif,38.64,25.62,26.99,30.9,66.35,8.01,99.39,25.44
Mango,Madhya Pradesh,Whole Year,20.23,35.31,40.05,27.63,52.21,7.25,101.05,10.04
Orange,Assam,Kharif,46.91,28.09,18.97,28.99,89.3,7.79,121.56,30.86
Blackgram,Odisha,Summer,66.76,70.24,25.85,33.68,70.24,6.99,76.72,17.27
Blackgram,Odisha,Summer,47.08,60.7,20.23,31.03,59.16,5.79,74.67,23.15
Banana,Kerala,Whole Year,71.22,86.72,68.5,29.01,74.31,6.39,132.69,27.17
Rice,Assam,Autumn,42.22,39.81,46.94,30.63,74.87,7.44,268.04,19.96
Rice,Telangana ,Rabi,49.03,76.34,42.34,24.42,80.75,6.02,300.0,29.81
Lentil,Uttarakhand,Rabi,72.97,75.86,20.47,16.34,60.2,6.17,51.04,21.29
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Banana,Madhya Pradesh,Whole Year,84.4,65.49,59.17,26.76,88.47,7.09,114.36,32.38
Lentil,Uttarakhand,Rabi,46.03,68.65,19.27,25.4,79.81,6.56,27.73,16.63
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Coconut,Karnataka,Whole Year,33.13,30.16,28.36,31.73,84.55,5.82,181.34,27.37
Jute,West Bengal,Kharif,92.11,63.34,45.93,24.45,83.64,7.82,241.44,44.5
Maize,Tamil Nadu,Kharif,65.71,55.68,23.72,34.13,69.91,7.41,74.8,27.17
Papaya,Andhra Pradesh,Kharif,30.03,51.25,47.33,35.07,86.78,6.92,156.43,24.26
Blackgram,Odisha,Winter,26.43,57.12,20.36,24.98,72.71,6.34,101.67,21.93
Banana,Uttar Pradesh,Summer,69.52,67.57,54.59,28.13,68.14,5.71,88.14,26.05
Jute,Assam,Kharif,61.91,42.15,33.06,28.04,98.0,7.77,233.22,34.81
Lentil,Nagaland,Rabi,24.73,54.71,17.19,22.33,67.19,6.86,47.9,23.7
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Maize,Andhra Pradesh,Kharif,87.5,54.53,32.66,22.29,72.33,7.15,97.08,36.93
Maize,Uttar Pradesh,Rabi,69.04,48.31,22.74,22.52,81.09,6.49,72.22,28.48
Lentil,Uttarakhand,Rabi,38.29,30.68,34.39,19.11,59.33,6.31,65.62,20.1
Blackgram,West Bengal,Rabi,39.04,66.5,43.63,29.51,64.5,6.24,57.25,21.54
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Lentil,Nagaland,Rabi,57.19,52.64,36.42,22.64,56.33,5.05,61.32,23.14
Grapes,Andhra Pradesh,Whole Year,15.74,135.69,168.64,18.28,81.59,5.71,94.41,29.04
Orange,Andhra Pradesh,Whole Year,34.21,10.84,15.11,27.4,94.15,6.69,115.42,26.46
Banana,Andhra Pradesh,Whole Year,79.99,102.21,50.98,30.66,86.35,6.28,112.28,23.96
Maize,Bihar,Kharif,86.85,32.59,30.85,23.79,52.8,6.69,105.04,29.9
Banana,Kerala,Whole Year,95.84,68.53,46.58,29.38,77.56,5.82,90.67,21.35
Banana,Assam,Whole Year,90.36,68.03,43.22,27.65,93.9,5.76,113.81,22.51
Banana,Chhattisgarh,Whole Year,91.78,39.83,45.37,29.14,78.49,6.79,106.82,22.25
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Coconut,Andhra Pradesh,Whole Year,24.35,32.8,37.77,29.95,90.43,5.96,169.52,36.34
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Rice,Madhya Pradesh,Kharif,92.59,50.3,51.03,24.04,88.45,6.62,279.46,36.01
Jute,Assam,Kharif,81.59,45.56,53.75,28.9,73.82,6.01,178.23,29.57
Blackgram,Chhattisgarh,Kharif,16.45,92.78,33.51,20.66,76.92,7.09,96.29,26.09
Grapes,Madhya Pradesh,Whole Year,24.14,112.87,180.08,24.78,83.06,6.03,104.44,29.39
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Lentil,Uttarakhand,Rabi,54.87,64.1,19.43,19.6,66.33,6.91,59.63,23.94
Rice,Kerala,Winter,58.09,33.07,46.78,20.45,75.93,6.94,222.78,30.92
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Jute,Odisha,Autumn,73.28,48.84,24.6,26.47,79.83,5.97,176.28,24.49
Mango,Tamil Nadu,Whole Year,33.74,15.6,33.91,29.83,59.78,4.5,103.0,22.65
Orange,Assam,Kharif,15.71,18.46,24.29,40.0,87.8,7.36,144.25,32.12
Banana,Manipur,Whole Year,85.52,97.2,52.03,23.91,83.06,6.6,92.17,24.66
Mango,Maharashtra,Whole Year,10.0,42.68,28.72,31.75,57.66,4.5,112.28,25.28
Banana,Tamil Nadu,Whole Year,70.52,63.48,52.97,30.79,69.41,5.94,146.43,26.4
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Maize,Karnataka,Kharif,61.69,52.52,29.2,24.84,82.86,5.02,152.8,20.84
Blackgram,Chhattisgarh,Kharif,42.64,52.5,17.44,38.32,73.84,7.55,97.03,26.38
Grapes,Andhra Pradesh,Whole Year,19.04,109.56,168.57,40.0,79.29,6.81,97.3,26.0
Blackgram,Odisha,Winter,48.31,64.34,32.55,26.82,62.73,6.81,44.21,14.1
Rice,Mizoram,Kharif,62.05,52.38,56.46,28.83,76.81,6.42,300.0,34.75
Coconut,Karnataka,Whole Year,62.72,26.91,44.31,30.16,88.07,5.85,131.8,26.45
Papaya,Assam,Kharif,76.35,68.98,51.76,30.99,88.61,5.97,74.75,24.94
Blackgram,Rajasthan,Kharif,54.65,65.62,32.91,25.54,75.32,7.06,142.85,28.79
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Banana,Chhattisgarh,Whole Year,102.79,76.71,56.9,31.12,71.85,6.3,112.31,21.54
Papaya,Assam,Kharif,25.77,75.48,47.92,40.0,85.48,6.91,151.24,29.96
Jute,Assam,Kharif,82.29,47.53,56.21,25.3,63.41,6.58,158.39,25.15
Banana,Madhya Pradesh,Whole Year,92.95,80.29,60.52,34.17,75.16,5.94,102.33,26.36
Jute,Meghalaya,Kharif,74.39,87.4,30.75,29.81,75.67,6.54,201.33,35.82
Papaya,Tamil Nadu,Whole Year,79.2,81.15,60.93,39.91,86.19,6.68,43.28,25.25
Rice,Uttar Pradesh,Kharif,57.77,60.9,41.88,22.17,79.02,8.5,188.72,36.52
Rice,Uttar Pradesh,Kharif,30.43,50.84,46.26,30.83,88.72,4.89,253.04,26.77
Lentil,Nagaland,Rabi,24.94,75.82,18.15,17.56,72.48,7.14,20.0,24.42
Jute,Nagaland,Kharif,101.06,39.23,39.19,27.11,58.01,6.78,253.61,26.87
Rice,Punjab,Kharif,76.6,57.9,50.12,30.61,81.48,7.03,296.76,36.88
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Rice,Maharashtra,Kharif,55.94,75.62,29.54,24.66,81.32,4.5,216.99,25.95
Jute,Assam,Kharif,88.91,56.13,56.31,26.75,75.49,5.69,120.01,29.18
Banana,Assam,Rabi,76.03,72.11,59.03,25.47,69.76,5.54,103.67,25.07
Grapes,Maharashtra,Whole Year,10.28,108.68,169.42,30.56,80.73,6.34,73.09,20.02
Blackgram,West Bengal,Rabi,59.66,52.95,38.56,24.49,51.42,7.41,63.43,10.0
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Orange,Assam,Kharif,45.77,52.97,20.51,12.47,98.0,5.79,137.67,29.75
Coconut,Karnataka,Whole Year,18.74,34.19,41.44,30.91,96.05,6.02,193.96,39.07
Grapes,Haryana,Whole Year,22.04,107.23,168.24,29.76,81.79,6.44,100.86,21.11
Coconut,Karnataka,Whole Year,30.71,37.31,34.66,26.57,92.68,6.3,150.71,31.11
Maize,Odisha,Summer,73.78,42.01,30.51,24.92,59.79,5.76,98.97,28.09
Rice,Odisha,Summer,81.93,63.97,42.76,26.54,70.79,6.01,300.0,28.38
Coconut,Assam,Whole Year,28.86,26.8,42.28,26.19,91.04,6.25,209.08,33.38
Blackgram,Madhya Pradesh,Rabi,33.89,65.31,30.18,27.95,70.11,7.14,68.31,19.71
Blackgram,Maharashtra,Kharif,46.46,74.29,21.59,36.33,63.58,6.47,115.23,22.76
Coconut,Kerala,Whole Year,10.0,19.13,32.87,21.49,84.89,6.07,91.14,27.39
Maize,Maharashtra,Kharif,70.22,59.77,17.49,32.47,80.33,6.22,115.32,29.02
Banana,Tamil Nadu,Whole Year,73.68,62.02,42.61,27.48,80.35,6.16,109.56,28.37
Lentil,Uttarakhand,Rabi,10.0,73.67,29.65,29.04,57.59,6.72,22.33,13.84
Mango,Telangana ,Whole Year,10.0,13.72,32.94,31.02,57.63,6.16,76.26,11.37
Coconut,West Bengal,Whole Year,42.59,27.08,34.36,27.59,79.03,5.49,138.67,31.85
Banana,Madhya Pradesh,Whole Year,95.81,83.08,61.92,27.8,77.09,6.44,86.97,24.18
Mango,Madhya Pradesh,Whole Year,10.27,38.65,36.61,30.78,55.53,4.5,104.67,17.23
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Maize,Uttar Pradesh,Kharif,53.83,42.68,35.38,21.05,75.22,5.7,129.86,26.08
Orange,Assam,Whole Year,57.28,21.13,27.95,11.97,83.32,8.12,105.52,22.65
Grapes,Andhra Pradesh,Kharif,44.28,115.58,175.14,26.35,86.5,6.0,100.72,30.13
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Rice,Tripura,Kharif,87.79,46.6,41.24,23.64,90.38,7.07,300.0,37.92
Blackgram,Rajasthan,Kharif,38.85,93.24,27.08,30.86,65.43,6.8,92.8,21.11
Papaya,Madhya Pradesh,Whole Year,61.89,76.25,45.28,29.21,96.62,6.33,161.23,32.8
Rice,Assam,Autumn,108.95,65.4,57.49,24.73,80.03,6.87,219.1,30.89
Jute,Assam,Kharif,74.01,47.49,32.93,27.92,75.45,6.43,182.94,33.34
Rice,Bihar,Autumn,106.26,46.88,45.88,25.62,82.81,8.08,234.55,38.98
Rice,Haryana,Kharif,80.33,34.08,52.67,31.22,81.97,5.7,298.42,39.02
Coconut,Karnataka,Whole Year,10.0,18.92,34.52,28.24,97.1,6.6,108.58,23.62
Grapes,Tamil Nadu,Whole Year,30.52,87.69,169.08,18.42,78.08,6.34,103.75,23.05
Jute,Assam,Kharif,79.11,38.96,49.62,27.7,72.66,5.43,185.41,37.62
Jute,Assam,Kharif,71.95,70.06,55.35,24.09,64.35,5.16,171.2,27.27
Maize,Karnataka,Kharif,62.39,29.5,19.45,27.06,79.41,6.94,94.09,26.2
Maize,Karnataka,Summer,50.35,31.07,25.19,22.27,63.47,7.13,20.0,17.76
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Banana,Andhra Pradesh,Whole Year,76.39,91.14,47.49,28.67,81.32,5.53,122.54,23.92
Orange,Madhya Pradesh,Whole Year,13.26,24.56,23.75,27.55,89.21,7.74,138.44,31.02
Coconut,Tamil Nadu,Whole Year,10.0,7.34,35.37,26.37,89.87,5.07,191.32,39.64
Coconut,Tamil Nadu,Whole Year,17.78,25.76,31.3,24.9,82.65,5.51,153.85,23.96
Orange,Assam,Kharif,38.29,23.33,10.58,12.95,93.56,7.61,149.89,26.08
Banana,Uttar Pradesh,Summer,101.78,70.27,56.17,29.53,66.69,5.74,66.46,16.76
Lentil,Nagaland,Rabi,38.68,70.89,31.9,15.91,60.72,4.97,63.03,25.41
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Papaya,Assam,Whole Year,64.25,37.42,53.14,35.48,89.6,6.66,232.8,30.12
Maize,Uttar Pradesh,Kharif,49.16,50.69,32.13,19.1,76.47,7.44,159.35,22.55
Mango,Tamil Nadu,Whole Year,19.01,27.39,38.63,27.22,57.15,4.65,108.78,22.67
Grapes,Rajasthan,Whole Year,20.17,130.15,157.42,26.41,80.53,6.14,111.67,28.2
Blackgram,Madhya Pradesh,Rabi,76.64,49.33,20.74,27.04,58.92,6.16,73.21,17.89
Jute,West Bengal,Kharif,59.13,50.27,47.06,23.23,81.07,7.92,219.74,31.56
Coconut,Andhra Pradesh,Whole Year,52.23,22.71,33.87,29.74,86.77,5.86,106.27,22.5
Maize,Maharashtra,Rabi,46.13,29.38,12.86,21.02,71.01,6.95,68.97,27.69
Coconut,Assam,Whole Year,41.82,5.0,32.84,27.39,95.9,5.89,125.46,32.27
Jute,Bihar,Kharif,94.7,54.88,43.06,25.63,98.0,5.33,185.5,35.72
Rice,Karnataka,Summer,48.19,43.98,53.99,28.74,80.32,5.39,192.68,32.31
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Maize,Bihar,Rabi,55.03,64.87,23.34,17.03,68.76,6.73,27.61,20.09
Coconut,Karnataka,Whole Year,39.13,26.86,31.58,30.34,88.45,6.34,101.75,21.65
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Blackgram,Maharashtra,Kharif,42.45,69.61,25.79,32.11,76.43,5.9,94.21,19.96
Papaya,Tamil Nadu,Whole Year,59.51,63.03,54.6,40.0,94.45,7.06,20.0,25.23
Rice,Uttar Pradesh,Summer,103.62,52.86,30.31,26.98,72.82,5.44,213.99,29.92
Coconut,Karnataka,Whole Year,10.0,24.01,38.35,25.24,94.13,6.16,155.63,24.9
Banana,Chhattisgarh,Whole Year,62.79,92.94,51.12,24.34,88.43,5.95,66.46,22.34
Rice,Odisha,Kharif,35.68,67.77,36.73,29.54,88.65,6.76,300.0,34.19
Lentil,Uttarakhand,Rabi,38.29,30.68,34.39,19.11,59.33,6.31,65.62,20.1
Banana,Assam,Whole Year,63.0,68.04,46.91,27.42,68.23,6.25,114.33,28.24
Lentil,Uttarakhand,Rabi,90.3,74.25,29.18,27.39,63.33,7.39,63.71,24.08
Papaya,Karnataka,Whole Year,94.13,77.33,38.6,39.36,85.86,7.03,72.11,18.62
Papaya,Chhattisgarh,Whole Year,24.96,61.35,44.05,14.92,91.4,6.75,38.34,26.56
Maize,Rajasthan,Kharif,42.04,56.67,19.99,23.32,62.89,6.04,118.75,21.97
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Mango,Maharashtra,Whole Year,12.83,26.37,29.27,26.32,55.41,4.83,111.37,15.39
Banana,Meghalaya,Whole Year,77.13,71.12,46.09,31.79,82.85,6.71,133.32,29.19
Papaya,Assam,Whole Year,73.2,64.64,59.05,26.57,86.6,6.71,78.42,26.57
Banana,Uttar Pradesh,Summer,60.0,71.4,54.28,30.98,76.01,5.81,47.74,25.93
Maize,Arunachal Pradesh,Kharif,80.67,58.55,24.15,35.62,76.5,7.14,148.28,27.43
Lentil,Uttarakhand,Rabi,36.21,62.74,27.99,24.4,69.27,5.96,54.99,21.0
Banana,Uttar Pradesh,Whole Year,89.05,90.99,45.77,30.2,85.96,6.49,147.76,22.62
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Coconut,Assam,Whole Year,20.5,36.38,41.98,23.27,95.68,6.16,172.56,27.79
Maize,Uttar Pradesh,Kharif,76.04,65.66,39.06,26.32,89.41,6.08,95.86,28.03
Jute,Bihar,Kharif,71.55,46.24,49.91,25.07,91.77,6.84,163.61,30.79
Papaya,Kerala,Whole Year,35.16,53.67,55.8,25.31,96.71,6.86,132.86,30.41
Coconut,Andhra Pradesh,Whole Year,20.33,41.82,24.95,31.13,96.75,6.53,110.12,31.41
Jute,Bihar,Kharif,67.97,46.25,47.31,22.73,91.74,6.12,121.85,29.8
Lentil,Nagaland,Rabi,11.29,70.23,31.88,26.6,61.73,7.17,79.46,12.32
Rice,Kerala,Winter,82.02,73.22,45.73,19.65,89.0,6.52,89.74,33.46
Blackgram,Uttar Pradesh,Rabi,67.94,61.11,36.43,22.73,66.09,8.18,25.74,17.0
Banana,Tamil Nadu,Whole Year,98.23,74.86,52.97,28.43,81.71,5.81,84.04,21.16
Jute,Madhya Pradesh,Kharif,70.08,40.57,50.1,26.42,80.31,6.75,209.99,35.41
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Orange,Assam,Kharif,26.37,38.23,30.1,19.08,85.06,6.01,135.9,36.01
Coconut,Puducherry,Whole Year,56.88,27.68,42.88,30.46,95.46,4.88,198.07,30.77
Rice,Andhra Pradesh,Rabi,58.8,48.63,42.71,20.24,76.3,5.94,175.65,34.2
Jute,Bihar,Kharif,75.38,54.83,36.24,27.31,85.48,6.58,209.09,27.9
Lentil,Nagaland,Rabi,40.35,67.53,31.53,20.16,65.96,8.07,28.95,13.9
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Banana,Meghalaya,Kharif,96.9,61.68,47.91,29.03,78.15,6.25,139.28,27.22
Grapes,Maharashtra,Whole Year,38.52,102.86,154.86,32.78,77.15,5.9,94.32,17.38
Orange,Assam,Kharif,28.24,37.95,16.92,10.0,83.73,7.53,104.08,27.91
Jute,Assam,Kharif,82.34,53.38,57.85,28.41,79.49,6.43,241.32,27.99
Grapes,Tamil Nadu,Whole Year,10.0,95.96,159.51,15.43,79.97,5.13,109.93,35.92
Rice,Karnataka,Kharif,93.32,24.39,54.98,29.79,85.39,6.77,240.17,37.97
Coconut,Assam,Whole Year,27.26,33.23,36.4,29.79,92.59,6.06,234.07,30.9
Papaya,Assam,Whole Year,61.99,46.56,44.56,24.54,83.22,6.87,200.08,30.56
